T,gap
0.020000000000000004,2.7999981749847743e-06
0.023692221574249297,4.654629504468795e-06
0.028066068156166187,7.73771069475402e-06
0.033247375273693563,1.2862928561387937e-05
0.03938520908732826,2.1382930649958813e-05
0.046656155022255896,3.5546315988527256e-05
0.055269398129490534,5.909108536339299e-05
0.06547274133796446,9.823117452032945e-05
0.07755973474262823,0.00016329643614265382
0.09187812103811749,0.00027145889466457786
0.1088398400730387,0.000451264787114763
0.12893288035581452,0.0007501684862503986
0.1527353184798066,0.0012470566590432825
0.18093195038185547,0.0020730680365385256
0.2143339929153999,0.003446203548934771
0.25390242255226164,0.005728861133048448
0.3007756226673427,0.00952347979906696
0.35630213481837403,0.015831535339550947
0.42207945627474813,0.026317849829639625
0.5,0.04374997148413707
