T,gap
0.020000000000000004,2.8000057145735417e-06
0.023692221574249297,4.654642038045654e-06
0.028066068156166187,7.737731530180687e-06
0.033247375273693563,1.2862963197550405e-05
0.03938520908732826,2.1382988228033394e-05
0.046656155022255896,3.554641170451992e-05
0.055269398129490534,5.909124447866937e-05
0.06547274133796446,9.823143902859473e-05
0.07755973474262823,0.00016329687585293174
0.09187812103811749,0.00027145962562520896
0.1088398400730387,0.0004512660022408836
0.12893288035581452,0.0007501705062381055
0.1527353184798066,0.0012470600170077493
0.18093195038185547,0.0020730736187137646
0.2143339929153999,0.003446212828568522
0.25390242255226164,0.005728876559221735
0.3007756226673427,0.009523505443055573
0.35630213481837403,0.0158315779693166
0.42207945627474813,0.026317920696030443
0.5,0.04375008929021156
