T,gap
0.020000000000000004,2.8000005293494705e-06
0.023692221574249297,4.654633418291125e-06
0.028066068156166187,7.737717200970009e-06
0.033247375273693563,1.2862939377118164e-05
0.03938520908732826,2.13829486296909e-05
0.046656155022255896,3.554634587747226e-05
0.055269398129490534,5.909113504984154e-05
0.06547274133796446,9.82312571175295e-05
0.07755973474262823,0.00016329657344965913
0.09187812103811749,0.00027145912291945455
0.1088398400730387,0.0004512651665585402
0.12893288035581452,0.0007501691170258814
0.1527353184798066,0.0012470577076247418
0.18093195038185547,0.00207306977966759
0.2143339929153999,0.0034462064466580784
0.25390242255226164,0.00572886595013316
0.3007756226673427,0.009523487806838116
0.35630213481837403,0.015831548651419586
0.42207945627474813,0.026317871958874237
0.5,0.04375000827108545
