T,gap
0.020000000000000004,2.7999969106523444e-06
0.023692221574249297,4.654627402682057e-06
0.028066068156166187,7.737707200809399e-06
0.033247375273693563,1.2862922753163535e-05
0.03938520908732826,2.1382920994547993e-05
0.046656155022255896,3.5546299937673915e-05
0.055269398129490534,5.9091058680955766e-05
0.06547274133796446,9.823113016427927e-05
0.07755973474262823,0.0001632963624065415
0.09187812103811749,0.000271458772087968
0.1088398400730387,0.00045126458334723564
0.12893288035581452,0.000750168147513626
0.1527353184798066,0.0012470560959378526
0.18093195038185547,0.0020730671004496482
0.2143339929153999,0.003446201992809861
0.25390242255226164,0.005728858546195006
0.3007756226673427,0.0095234754987626
0.35630213481837403,0.01583152819085931
0.42207945627474813,0.026317837945877942
0.5,0.04374995172894285
