T,gap
0.020000000000000004,2.80000096763574e-06
0.023692221574249297,4.654634146884529e-06
0.028066068156166187,7.737718412160923e-06
0.033247375273693563,1.2862941390564108e-05
0.03938520908732826,2.1382951976780544e-05
0.046656155022255896,3.554635144156953e-05
0.055269398129490534,5.909114429942305e-05
0.06547274133796446,9.823127249374488e-05
0.07755973474262823,0.00016329659901059926
0.09187812103811749,0.000271459165411163
0.1088398400730387,0.00045126523719542905
0.12893288035581452,0.000750169234450439
0.1527353184798066,0.0012470579028276585
0.18093195038185547,0.0020730701041668208
0.2143339929153999,0.0034462069860954642
0.25390242255226164,0.00572886684687702
0.3007756226673427,0.009523489297557098
0.35630213481837403,0.01583155112954426
0.42207945627474813,0.026317876078431283
0.5,0.04375001511930841
