T,gap
0.020000000000000004,2.800002948724114e-06
0.023692221574249297,4.65463744018396e-06
0.028066068156166187,7.737723886839027e-06
0.033247375273693563,1.286295049149798e-05
0.03938520908732826,2.1382967105888732e-05
0.046656155022255896,3.554637659172641e-05
0.055269398129490534,5.909118610825824e-05
0.06547274133796446,9.823134199544654e-05
0.07755973474262823,0.00016329671454805715
0.09187812103811749,0.000271459357477024
0.1088398400730387,0.00045126555647971697
0.12893288035581452,0.000750169765218666
0.1527353184798066,0.0012470587851601798
0.18093195038185547,0.0020730715709288434
0.2143339929153999,0.0034462094243948344
0.25390242255226164,0.00572887090022973
0.3007756226673427,0.00952349603572403
0.35630213481837403,0.01583156233086249
0.42207945627474813,0.026317894699152824
0.5,0.043750046073814254
