T,gap
0.020000000000000004,2.799997754592011e-06
0.023692221574249297,4.654628805620998e-06
0.028066068156166187,7.73770953301127e-06
0.033247375273693563,1.2862926630143078e-05
0.03938520908732826,2.1382927439517684e-05
0.046656155022255896,3.554631065159021e-05
0.055269398129490534,5.909107649143555e-05
0.06547274133796446,9.823115977186452e-05
0.07755973474262823,0.0001632964116252664
0.09187812103811749,0.00027145885390763885
0.1088398400730387,0.0004512647193617007
0.12893288035581452,0.0007501683736198242
0.1527353184798066,0.0012470564718097337
0.18093195038185547,0.0020730677252873224
0.2143339929153999,0.0034462030315204934
0.25390242255226164,0.005728860272915115
0.3007756226673427,0.009523478369208175
0.35630213481837403,0.015831532962598368
0.42207945627474813,0.026317845878267902
0.5,0.04374996491550014
